TYPE,COMPANY,LOCATION,Description,CONTACT
"Logistics Supervisor","Welkin Transport Ltd","Burnaby, BC","Plan, organize and oversee operational logistics of the organization. Experience: 3 years to less than 5 years. Arrange for maintenance and repair work.","https://app.jobsearch.chat/go/in/95fd13780333b929"
